accuracy,classifier,data_path,feature_count,feature_version,fn_to_head_touch,fn_to_helmet_adjust,fn_to_other,helmet_remove_f1,helmet_remove_fn,helmet_remove_fnr,helmet_remove_fp,helmet_remove_fpr,helmet_remove_pr_auc,helmet_remove_precision,helmet_remove_recall,helmet_remove_tp,macro_f1,macro_precision,macro_recall,model_path,n_test,samples,seed,validation_macro_f1,validation_remove_recall
0.87,HistGradientBoostingClassifier,/workspace/outputs/evaluation/regression/data_seed_42,139,v1,0,0,3,0.7586206896551724,3,0.21428571428571427,4,0.046511627906976744,0.9435107376283847,0.7333333333333333,0.7857142857142857,11,0.8703898050974513,0.8584656084656085,0.8941189378977398,/workspace/outputs/evaluation/regression/model_seed_42.joblib,100,500,42,1.0,1.0
